Recency,Frequency,Monetary
980,1,24.54
101,1,93.4
1056,1,24.59
605,2,90.35
189,1,86.0
1165,1,42.46
752,1,83.8
967,1,84.91
848,1,33.06
915,1,47.24
627,1,57.31
1116,1,24.74
1072,1,58.15
808,1,12.1
119,1,87.66
950,1,44.86
180,1,27.78
1565,1,58.58
968,1,22.89
611,1,91.55
1050,1,62.96
1200,1,91.66
215,1,48.78
1251,1,18.17
548,1,46.3
1522,1,80.93
508,1,72.58
1595,1,83.93
79,1,65.48
363,1,56.81
556,1,41.29
689,1,82.6
319,1,42.49
1530,1,28.92
759,1,90.2
1091,1,30.68
1328,1,70.93
1396,1,95.95
266,1,30.39
586,1,63.16
1439,1,78.26
271,1,20.19
573,1,87.92
525,1,83.02
966,1,79.11
96,1,36.54
187,1,17.6
960,1,33.12
1553,1,79.28
1400,1,30.13
1,1,59.21
178,1,9.0
1567,1,16.53
799,1,46.7
1165,1,19.12
998,1,79.52
592,1,66.7
376,1,90.65
603,1,99.37
1458,1,97.13
16,1,81.52
278,1,68.06
178,1,83.61
832,1,51.58
23,1,33.45
1077,1,78.22
784,1,47.61
1145,1,14.67
156,1,88.53
177,1,71.7
1105,1,23.68
409,1,50.37
415,2,132.31
1091,1,17.07
701,1,79.86
1140,1,43.98
1538,1,10.43
513,1,8.95
1561,1,75.63
483,1,24.51
1449,1,83.28
1218,1,67.14
584,1,62.25
1373,1,32.34
875,1,20.89
681,1,96.39
316,1,56.33
638,1,84.0
979,1,45.16
523,1,49.67
1067,1,91.68
182,1,58.49
592,1,11.62
717,1,10.5
1430,1,98.65
502,1,90.73
635,1,36.35
1094,1,70.44
1232,1,99.68
192,2,114.91
1084,1,10.59
1397,1,13.26
932,1,37.4
1294,1,95.01
150,1,28.4
468,1,42.12
946,1,98.85
877,1,80.21
329,1,94.43
1015,1,38.52
718,1,73.21
1306,1,34.35
1429,1,31.34
101,1,26.74
426,1,67.49
1290,1,97.28
1215,2,143.92
1293,1,86.01
589,2,37.27
739,1,13.6
882,1,26.09
904,2,143.91
1440,1,43.85
450,1,6.09
228,1,99.38
1296,1,28.92
1458,1,37.97
1387,1,22.07
1229,1,57.99
976,1,93.82
1424,1,87.11
387,1,83.48
1453,1,53.77
966,1,60.49
886,1,19.82
1012,1,9.63
108,1,26.01
1409,1,88.55
88,1,84.24
911,1,90.45
625,1,61.32
1030,1,84.5
1566,1,9.05
323,1,61.25
493,1,13.59
278,2,138.12
281,1,81.32
471,1,17.6
552,1,72.17
1410,1,69.43
1023,1,11.71
569,1,22.52
930,1,83.63
161,1,34.96
1166,2,91.18
1206,1,23.88
1262,1,99.66
367,1,95.81
895,1,21.72
1284,1,86.65
1096,1,30.79
165,1,59.88
16,1,77.95
1552,1,77.34
1350,1,36.36
1368,1,57.56
808,1,68.79
1593,1,40.53
1186,1,60.49
51,2,155.95999
54,1,28.57
609,1,32.3
499,1,83.53
1117,1,66.36
6,1,44.77
108,1,44.11
597,1,10.29
1298,1,24.59
509,1,92.39
1590,1,19.71
208,1,48.5
1214,1,91.64
91,1,45.4
1295,1,38.28
58,1,42.53
1226,1,91.7
354,2,106.99
1125,1,59.21
261,1,5.96
75,1,15.34
1297,1,7.29
1026,1,78.36
1279,1,8.04
1509,1,98.39
88,1,37.96
1244,1,11.82
1072,1,23.35
949,1,63.31
62,3,118.62
716,1,39.02
250,1,49.95
56,2,124.380005
1131,1,45.55
219,1,35.97
422,1,47.24
200,1,50.64
753,1,20.24
310,1,91.71
1273,1,94.45
816,1,58.93
1364,1,98.34
73,1,61.13
255,1,34.66
1421,1,91.64
1326,1,54.25
136,1,13.33
1112,1,34.84
128,2,86.28
1496,1,39.69
1042,2,29.38
886,1,63.43
985,1,40.29
655,1,66.13
1494,1,94.68
12,1,78.79
840,1,36.44
1574,1,53.72
1226,1,89.04
1572,1,97.99
629,1,12.18
942,1,19.23
888,1,92.11
1554,1,37.0
719,1,71.53
1073,1,90.27
381,1,82.56
1033,1,68.67
769,1,27.35
1441,1,32.48
1336,1,6.81
542,1,94.07
1363,1,89.37
392,1,86.43
310,1,18.64
1244,1,59.44
712,1,63.95
358,1,99.96
810,1,12.01
1159,1,55.04
1388,1,91.99
224,1,45.04
889,1,52.42
1149,1,89.3
974,1,11.62
514,1,94.6
1132,1,98.18
310,1,92.32
1258,1,26.66
81,1,60.18
768,1,33.33
341,1,34.2
1487,1,32.88
1327,1,14.51
816,1,36.68
1265,1,34.78
465,1,71.23
1483,1,31.71
1121,2,53.43
171,1,68.18
865,1,19.55
102,2,183.76001
769,1,95.46
652,1,51.88
1028,1,57.59
749,1,92.7
1006,1,65.24
1071,1,80.17
1313,1,91.17
1051,1,10.57
58,1,24.49
251,1,76.19
1008,1,51.88
615,2,180.52
56,1,80.6
147,1,85.19
365,1,41.74
1034,1,68.15
11,1,33.1
1302,2,147.74
1384,1,85.97
392,1,55.42
303,1,49.26
837,1,79.07
1216,2,45.27
977,1,23.93
167,1,68.93
604,1,12.08
1161,1,72.47
919,1,83.66
1495,1,17.5
821,1,20.81
659,1,93.99
1038,1,57.43
192,1,11.57
640,1,46.49
873,1,95.51
1149,1,65.03
1453,1,21.5
410,1,75.65
932,1,75.89
205,1,84.39
802,1,6.21
576,1,93.84
162,1,30.05
462,2,49.14
381,2,62.77
526,2,86.16
731,1,80.11
1030,1,27.7
71,1,52.84
54,1,86.82
161,1,44.03
1543,1,62.46
1178,1,12.28
776,1,75.22
994,1,52.52
1165,1,98.92
699,1,95.87
923,1,45.11
1203,1,74.71
690,1,59.32
1421,1,79.53
387,1,59.79
1537,1,81.39
1250,1,66.75
1466,1,38.77
626,1,42.8
539,1,34.41
484,1,88.23
1212,1,11.74
763,1,49.73
289,1,95.95
662,1,64.82
648,1,51.55
1276,1,55.55
451,1,19.17
825,2,119.29
678,1,30.38
1418,1,92.64
1555,1,86.08
460,1,89.29
1053,1,86.04
1076,1,27.77
435,1,25.13
1382,1,31.99
1545,1,50.84
1255,1,8.14
727,1,98.69
758,1,25.44
493,1,69.53
1218,1,24.03
683,1,97.94
1520,1,24.24
167,1,71.41
345,1,27.99
72,1,60.47
1269,1,43.99
499,1,55.51
668,1,85.93
49,1,54.99
1551,1,38.09
348,1,17.71
402,1,22.65
1533,1,8.54
555,1,90.02
209,1,92.48
212,1,92.13
1128,1,86.38
118,1,29.21
900,1,46.87
71,2,73.32
569,1,44.49
82,1,20.01
43,1,29.19
492,1,25.2
154,1,17.69
538,1,23.08
54,1,40.54
1262,1,99.4
848,1,72.23
1294,1,42.65
719,1,13.55
763,1,82.6
537,1,28.7
1472,1,9.05
1581,1,76.99
624,1,30.6
707,1,99.88
309,1,24.3
1428,1,27.09
941,1,74.43
746,1,97.02
456,1,86.82
1025,1,61.16
464,1,95.22
116,1,65.22
233,1,14.87
1092,1,83.01
681,1,44.59
955,1,96.09
1507,1,88.32
114,1,25.2
36,1,19.89
1176,1,44.26
372,2,42.15
944,1,59.17
681,1,45.15
1570,1,24.5
639,1,56.5
1238,1,65.03
1536,1,52.96
417,1,28.78
23,1,97.03
585,1,79.18
1552,1,12.36
401,1,49.24
961,1,43.2
839,1,29.21
459,1,87.74
220,1,74.64
113,2,127.08
1493,1,22.02
1016,1,30.12
273,1,8.01
1444,1,33.05
432,1,41.74
16,1,9.4
338,1,69.36
618,1,6.7
850,1,15.05
858,1,45.97
871,1,78.9
1324,1,79.2
1117,1,58.32
891,1,31.92
1458,1,60.31
234,1,94.32
540,1,75.56
1010,1,98.14
529,1,68.63
818,1,59.07
288,1,92.3
193,1,40.11
790,1,19.75
656,1,92.69
68,1,22.5
813,1,85.61
1585,1,85.58
688,1,95.61
943,1,64.21
89,1,54.94
250,1,47.64
326,1,62.55
1552,1,62.72
784,1,21.1
400,1,71.97
1150,1,43.51
668,1,52.66
881,1,95.15
112,1,60.59
531,1,42.11
941,1,76.47
121,1,61.39
218,1,40.75
88,1,87.19
665,1,69.96
1441,1,84.66
1576,1,37.34
273,1,41.89
1593,1,34.66
1567,1,91.08
653,1,98.67
9,1,40.07
1577,1,30.71
832,1,50.28
1081,1,32.1
1577,1,48.22
1118,2,97.05
1054,1,53.44
1062,1,63.31
518,1,75.47
1070,1,86.39
491,1,11.56
336,1,12.86
1274,1,32.92
361,1,21.98
259,1,75.62
51,1,56.08
485,1,31.36
715,1,40.68
1276,1,48.79
1129,1,17.56
1314,1,9.71
166,1,13.99
1475,1,58.39
1423,2,90.06
683,1,47.75
54,1,24.08
1159,1,38.47
1339,1,50.31
709,1,19.54
1322,1,97.31
1134,1,82.19
15,1,79.57
1420,1,6.69
1301,1,41.15
1100,1,25.7
530,1,61.58
949,1,52.16
939,1,25.46
1013,1,75.27
370,1,54.6
1298,1,60.28
632,1,95.83
896,1,67.52
1535,1,16.93
1261,1,89.2
1078,1,93.34
21,1,70.77
1591,1,88.35
814,1,73.2
1463,1,95.98
1184,1,24.28
516,1,99.62
254,1,27.84
1233,1,92.2
389,1,27.31
555,1,44.32
976,1,54.64
1294,1,91.57
146,5,352.97998
348,1,97.75
147,1,79.23
397,1,58.8
51,1,79.77
324,1,6.65
539,1,15.46
1585,1,94.53
371,1,23.55
970,1,23.26
1151,1,10.14
1404,1,15.44
1575,1,67.55
678,1,9.03
1112,1,96.98
1416,1,26.99
1267,1,76.01
481,1,23.74
912,1,45.1
295,1,41.26
219,1,55.81
424,1,50.04
1480,1,62.84
1179,1,34.57
996,1,62.82
132,1,86.39
345,1,28.75
60,1,43.8
282,1,6.99
594,1,75.02
1029,1,22.04
1064,1,25.57
985,1,84.32
429,1,71.54
450,1,5.84
2,1,27.5
1440,1,72.25
406,1,75.94
1407,1,9.96
344,1,6.93
341,1,45.53
1386,1,7.72
540,1,26.06
1565,1,61.65
1245,1,43.93
784,1,61.34
783,1,16.6
1171,1,39.68
1409,1,62.5
316,1,22.82
148,1,21.35
677,1,48.53
1344,1,70.26
1043,1,91.89
1502,1,27.36
1501,1,24.77
101,1,92.62
521,1,7.6
576,1,22.13
272,1,10.47
714,1,82.55
1452,1,45.65
1532,1,27.55
1344,1,37.0
1277,1,58.28
1230,1,45.15
324,1,55.45
1298,1,91.28
1012,1,37.99
969,1,89.49
534,1,50.92
2,1,77.94
1229,1,81.7
1086,1,47.54
224,1,54.64
83,1,46.65
143,1,96.52
857,1,94.74
253,1,5.1
1026,1,12.99
397,1,14.24
1108,1,16.18
574,1,20.62
1557,1,51.06
1340,1,92.23
841,1,50.32
399,1,14.6
714,1,60.83
856,1,71.76
837,1,34.2
297,1,62.19
436,2,89.91
981,1,89.78
34,1,42.21
489,1,90.13
1306,1,74.27
747,1,52.6
1320,1,42.15
1165,1,35.17
384,1,8.17
508,1,66.41
265,1,39.53
366,1,25.29
99,1,31.0
1420,1,70.18
790,1,67.23
726,1,12.73
597,1,73.22
939,1,82.84
688,1,99.32
1016,1,65.88
636,1,50.62
415,2,59.69
605,1,34.87
1528,1,96.45
639,1,39.23
62,1,43.32
1344,1,88.26
91,1,54.94
949,1,55.35
560,2,119.28
1216,1,80.92
652,1,9.0
780,1,22.38
543,1,81.55
6,1,28.71
811,1,26.25
1466,1,77.4
999,1,99.17
711,1,26.08
1561,1,89.44
829,1,21.38
391,1,59.71
518,1,51.77
1501,1,39.12
360,1,86.58
227,1,56.64
574,1,36.19
1376,1,86.57
49,1,55.98
651,1,70.13
636,1,65.95
766,1,18.34
1551,1,6.0
807,1,22.31
516,1,29.65
13,1,37.38
1389,1,80.46
1502,1,68.74
627,2,112.600006
1199,1,87.17
61,1,95.61
959,2,68.81
1236,1,81.9
597,1,21.37
455,1,28.15
962,1,80.75
409,1,50.7
405,1,37.15
1018,1,50.75
488,1,53.2
914,1,17.21
775,3,116.61
747,1,49.67
120,1,84.69
1279,1,70.44
445,1,8.72
306,1,8.01
835,1,65.27
1438,1,70.2
12,1,55.09
955,1,62.63
1201,1,86.32
286,1,75.46
439,1,79.93
1554,1,62.56
124,1,51.38
229,1,26.42
509,1,50.63
1555,1,89.38
926,1,50.14
1398,1,48.56
1108,1,69.45
939,1,54.2
688,1,62.05
948,2,84.9
1398,1,7.71
1063,1,26.48
578,1,61.88
401,1,8.25
1586,1,51.79
927,1,43.42
1100,2,98.09
1184,1,28.97
492,1,65.76
1086,1,6.06
542,1,98.12
653,1,65.63
205,1,56.32
486,1,41.48
64,1,81.94
314,1,47.7
24,1,93.57
281,1,69.9
1014,1,33.44
648,1,73.89
593,1,80.2
1158,1,74.12
980,1,59.37
1305,1,35.13
575,1,57.21
1238,1,88.95
302,1,84.84
338,1,64.06
473,1,58.61
571,1,12.83
305,1,42.42
1327,1,46.66
475,1,15.28
358,1,27.31
534,1,51.63
256,1,41.83
495,1,80.63
433,1,28.64
1226,1,77.82
996,1,13.22
304,1,18.45
457,1,81.12
1274,1,74.24
763,1,10.26
1575,1,95.33
576,1,6.74
461,1,14.7
1234,1,92.93
282,1,91.82
82,1,56.84
973,1,28.25
54,1,12.24
1432,1,67.46
190,1,21.76
158,1,86.82
1406,1,13.36
1436,1,22.13
1127,1,9.72
446,1,43.4
1121,1,42.35
1213,1,25.3
160,1,61.3
456,1,60.31
1126,1,68.63
343,1,56.7
243,1,29.37
834,1,5.02
1352,1,71.75
555,1,23.83
1549,1,98.49
761,1,27.52
657,1,92.04
1325,1,60.49
40,1,77.03
1035,1,48.11
1092,1,63.45
61,1,88.61
932,2,40.28
74,1,30.03
989,1,86.44
238,1,62.06
341,1,49.92
1335,1,46.96
980,1,45.11
785,1,31.92
1168,1,86.68
1363,1,48.71
1154,1,87.71
1599,1,94.81
631,1,76.09
1202,1,57.8
392,1,61.75
1206,1,55.17
499,1,75.58
203,2,123.09999
1284,1,90.79
565,1,29.83
1420,1,6.37
833,1,29.66
856,1,32.76
261,1,27.23
1525,1,21.53
1436,1,97.86
681,1,72.65
303,1,52.02
199,1,6.79
25,1,50.43
1304,1,52.83
80,1,5.92
1037,1,32.89
906,1,82.03
235,1,92.54
1416,1,33.91
1235,1,32.09
1460,1,95.59
1204,1,64.85
54,1,21.97
782,1,89.86
1130,1,65.78
1289,1,96.88
850,1,60.28
684,1,46.46
1149,1,37.21
1122,1,63.75
1534,1,52.14
1322,1,93.38
1553,1,68.14
162,1,42.99
456,1,9.2
753,1,60.78
120,1,32.37
1108,1,65.64
264,1,89.65
1297,1,28.89
700,1,75.85
608,1,98.41
756,1,42.25
1569,1,56.57
767,1,56.89
1242,1,11.49
694,1,57.81
26,1,15.12
494,1,80.53
465,1,81.91
1147,1,5.71
705,1,28.21
1308,1,34.7
798,1,38.48
456,1,92.48
568,1,18.14
66,1,12.79
45,1,13.97
536,1,76.41
1117,1,40.41
562,1,91.53
685,1,6.38
702,1,81.24
628,1,80.81
493,1,34.7
667,1,89.54
852,1,91.01
236,1,75.91
1071,1,29.41
1311,1,70.34
699,1,55.22
852,1,95.46
116,1,85.22
591,1,88.24
1347,1,28.9
1545,1,35.85
139,1,12.0
592,1,76.68
574,1,92.73
1351,1,83.63
533,1,69.73
804,1,53.52
393,1,12.14
518,3,111.3
828,1,59.39
1519,1,87.98
703,1,85.64
1073,1,92.81
536,1,42.27
735,1,45.07
865,1,75.5
338,1,45.3
250,1,43.52
1564,1,5.23
391,1,68.41
1166,1,43.36
1044,1,51.86
114,1,71.76
362,1,7.63
14,1,83.14
131,1,11.88
1257,1,77.09
726,1,64.04
1072,1,88.03
574,1,87.31
1079,1,50.81
738,1,10.07
1283,1,10.42
144,1,74.75
255,1,96.91
1207,1,84.66
369,1,83.02
1371,1,11.51
217,2,79.24
430,1,83.88
893,1,34.46
162,1,25.93
1326,1,11.42
992,1,85.23
1077,1,92.57
685,1,73.37
1271,1,42.49
800,1,21.61
1095,1,33.5
1579,1,11.74
645,1,53.78
1541,1,23.83
1229,1,64.49
892,1,89.1
1470,1,61.42
822,1,32.56
1181,2,95.21
764,1,98.2
8,1,36.63
147,1,94.69
653,1,52.71
553,1,78.2
296,1,68.12
121,1,52.92
331,1,95.48
1048,1,84.39
1251,1,68.17
591,1,42.88
781,1,64.38
1129,1,81.97
156,1,22.44
1493,1,75.89
841,1,43.65
591,1,63.75
1131,1,31.12
915,1,73.98
99,1,79.1
1,1,33.79
613,2,82.56
498,2,101.36
1043,1,86.54
733,1,23.41
145,1,68.19
1263,1,74.68
1286,1,33.52
1415,1,20.35
1327,1,6.3
309,1,71.17
387,1,85.52
1599,1,47.88
284,1,61.33
1069,1,84.49
1361,1,85.29
446,1,51.45
79,2,78.28
1318,1,6.75
718,1,79.58
211,1,70.39
717,1,23.74
1502,1,5.42
757,1,69.97
928,1,48.52
912,1,35.56
1184,1,12.28
315,1,92.0
441,1,53.08
1357,1,77.15
719,1,8.02
421,1,65.89
1202,1,9.33
92,1,81.37
831,1,44.37
651,1,66.74
792,1,54.75
239,1,81.57
502,1,65.83
1075,1,44.29
35,1,7.6
227,1,20.38
1555,1,30.1
1570,1,64.92
1276,1,91.12
751,1,37.73
875,1,15.27
1541,1,29.66
284,1,23.69
1293,1,90.0
624,1,57.56
777,1,74.11
909,1,68.56
857,1,98.64
1137,1,49.88
641,1,94.88
55,1,51.11
454,1,96.17
1172,1,30.65
302,1,95.85
1280,1,89.59
725,2,188.94
540,1,9.4
688,1,38.1
1250,2,85.310005
458,1,10.67
1307,1,49.49
719,1,57.66
1168,1,58.91
313,1,19.42
1400,1,84.12
1106,1,49.31
371,1,11.31
715,1,29.61
1110,1,68.34
1014,1,12.62
581,1,11.41
29,1,8.18
648,1,21.89
1057,1,87.18
385,1,20.74
519,1,65.9
416,1,60.29
430,2,118.54
108,2,74.96
1264,1,28.58
920,1,11.46
1177,1,47.02
173,1,48.49
959,1,10.65
300,1,76.2
1205,1,26.26
704,1,77.13
987,1,52.91
183,1,53.26
1009,1,54.29
192,1,15.66
620,1,88.63
1165,1,23.95
719,1,89.97
846,2,92.54
700,1,27.36
222,1,88.93
754,1,61.93
425,1,77.04
1481,1,70.01
629,1,46.66
987,1,90.94
701,1,70.62
117,1,67.09
829,1,89.48
827,1,31.71
199,1,13.07
1288,1,85.64
1503,1,18.17
1389,1,45.97
428,1,97.1
363,1,15.79
1411,1,66.62
1175,1,92.17
829,1,51.5
511,1,35.9
1333,1,15.44
84,1,47.2
972,1,66.73
175,1,38.11
1013,1,64.85
778,1,90.36
850,1,99.15
491,1,96.3
369,1,62.08
495,1,72.95
880,1,12.7
1003,1,27.63
466,1,21.03
570,1,75.18
858,1,70.08
1348,1,41.68
1273,1,40.39
184,1,26.1
68,1,54.9
745,1,93.61
838,1,32.45
254,2,96.95
469,1,67.91
68,1,64.39
752,1,60.14
388,1,91.77
343,1,25.62
1597,1,38.65
1062,1,39.02
1361,1,84.62
266,1,76.24
1474,1,57.48
632,1,28.0
202,2,97.84
247,3,112.31
1150,1,79.81
160,2,139.67
1552,1,63.2
1568,1,93.12
1572,1,30.41
1428,1,48.38
1405,1,7.82
1299,2,96.850006
648,1,78.74
1082,1,47.73
168,1,14.66
737,1,94.62
1422,1,88.34
1167,1,87.11
749,1,68.37
10,1,77.12
916,1,89.01
941,1,26.29
1164,1,18.1
523,1,84.75
459,2,115.74
551,1,78.78
585,1,68.05
1138,1,59.03
789,1,95.79
390,1,24.95
1028,1,20.57
143,1,9.21
0,1,75.85
1262,1,65.29
1569,1,63.74
593,4,223.69
1300,1,51.74
4,2,109.57
1031,1,88.74
999,1,5.2
1194,1,40.45
1555,1,98.35
1491,1,14.86
1348,1,64.21
1300,1,13.54
645,1,92.16
491,2,105.15
1415,1,40.64
689,3,240.45
859,2,142.77
1206,1,5.85
344,1,29.97
1407,1,26.75
1542,1,51.0
842,1,68.39
1463,1,97.56
227,1,40.38
575,1,60.27
730,1,19.48
1007,1,53.08
369,1,62.05
1545,1,14.63
561,1,29.03
1557,1,49.69
1348,1,83.9
539,1,22.83
307,1,76.33
905,1,32.26
885,1,24.53
1555,1,93.74
601,1,27.02
358,1,10.49
1422,1,74.35
1308,1,73.31
700,1,91.35
845,1,98.91
388,1,98.94
136,1,75.64
603,1,98.0
439,1,91.01
421,1,82.32
586,1,45.1
1385,1,10.69
1476,1,41.63
763,1,50.4
1139,1,99.64
563,1,67.15
1195,1,51.18
888,1,81.92
222,1,28.04
982,1,33.05
356,2,153.48001
947,1,17.55
1424,1,93.18
425,1,10.22
1374,1,7.77
740,1,47.05
1461,1,52.16
1241,1,12.84
222,1,46.84
979,1,54.28
459,2,128.23999
1504,1,32.78
1413,1,51.39
752,1,9.97
304,1,55.52
1245,1,22.13
1428,1,94.04
1027,1,35.56
196,2,99.84
956,1,50.39
956,1,31.99
1507,1,37.35
940,1,65.22
857,1,33.32
94,1,38.98
1007,1,41.58
1412,1,26.13
993,1,19.01
19,1,20.36
587,2,80.85
1218,1,76.64
1183,1,79.17
239,1,47.57
1073,1,30.55
1118,1,69.95
1093,1,77.63
413,1,36.64
609,1,9.55
1201,1,61.2
290,1,91.49
1264,1,29.6
415,1,78.31
778,1,46.87
813,1,32.68
372,1,42.21
466,1,81.38
336,1,88.13
118,1,63.69
821,1,48.03
349,1,28.42
703,1,30.4
397,2,92.259995
1317,1,30.85
1218,1,75.91
810,1,97.33
306,1,10.05
1079,1,63.92
998,1,18.36
1199,1,59.27
489,1,12.07
1460,1,90.1
952,1,46.74
723,1,8.35
713,1,90.27
616,1,67.27
901,1,99.11
1507,1,74.79
234,1,89.9
318,2,109.7
1021,1,77.03
676,1,60.29
0,1,57.95
741,1,86.96
313,1,28.5
622,3,176.7
644,2,140.84
860,1,20.57
147,1,86.82
177,1,19.89
1562,1,53.47
1332,1,71.69
639,1,50.89
1249,1,70.08
721,1,35.91
864,1,54.6
356,1,22.25
1467,1,86.77
1451,1,39.31
133,1,77.97
1418,1,43.1
1421,1,65.49
1255,1,38.63
1504,1,54.34
964,1,38.03
619,1,84.99
508,1,27.17
875,1,32.24
831,1,73.58
240,1,77.37
1191,1,23.66
820,1,45.29
1382,1,19.48
814,1,96.12
677,1,76.4
536,1,83.25
880,1,61.89
1244,1,12.86
1510,1,69.73
462,1,27.7
1536,1,93.8
445,1,67.03
1326,1,41.99
272,2,30.650002
631,1,93.08
1431,1,84.35
1040,1,20.9
62,1,44.43
576,1,14.76
851,1,92.41
969,1,11.54
1144,1,35.18
1152,1,46.32
146,1,77.16
836,1,45.68
960,1,43.41
723,2,125.84
225,2,136.92
1576,1,5.34
1172,1,76.94
324,2,124.880005
617,2,91.81
1286,1,46.5
1227,1,22.72
821,1,87.24
662,1,78.86
204,1,89.79
668,1,11.81
1251,1,27.95
1267,1,91.95
1506,1,12.98
89,2,80.649994
1385,1,23.75
1501,1,34.32
1278,1,53.08
904,1,79.04
603,2,87.35
754,1,90.92
473,1,86.14
1379,1,19.11
377,1,89.37
18,1,81.67
1464,1,45.06
870,1,71.37
1478,1,6.2
194,1,44.2
1342,1,82.9
343,1,42.02
1074,1,38.42
1294,1,88.84
289,2,122.86
699,1,10.83
1456,1,60.74
19,1,20.77
491,1,93.18
947,1,61.26
97,11,586.49
248,1,27.0
29,1,52.67
303,1,58.16
1121,1,15.55
721,1,78.8
412,1,67.12
1235,1,49.91
1130,1,81.87
725,1,95.83
518,1,5.04
837,1,90.53
207,3,107.18
235,1,79.05
1321,1,17.53
825,1,44.2
559,1,32.09
1161,1,46.64
844,1,8.97
619,1,73.27
921,1,98.54
394,1,85.57
0,1,23.51
164,1,11.58
428,2,123.270004
502,1,96.5
98,1,53.02
1277,1,65.09
210,1,50.32
591,2,59.46
531,1,76.53
112,3,75.8
539,1,19.62
628,1,37.86
491,1,64.81
1118,1,50.87
372,1,28.55
855,2,107.95
228,1,30.91
759,2,121.61
1031,1,23.74
1337,1,33.83
1111,1,34.17
687,3,184.02
396,1,94.05
1418,1,22.13
195,2,113.619995
214,2,105.4
1535,1,59.3
342,3,232.4
933,1,93.7
894,1,54.41
1344,1,56.61
1534,1,23.77
1322,1,36.99
325,1,53.49
1287,1,30.34
519,2,55.15
483,3,182.20999
726,2,96.42
1502,1,45.43
1270,1,75.0
1598,1,94.93
414,3,185.6
501,1,15.51
123,2,167.47
568,2,135.73999
664,1,15.56
1308,1,65.58
200,4,267.47
96,1,70.38
982,1,94.38
515,1,98.13
1437,1,64.82
1141,1,36.41
472,1,93.7
643,1,86.76
78,1,99.12
1499,1,48.84
674,1,43.37
1201,1,83.0
1491,1,48.02
586,1,31.84
1592,1,28.23
804,1,6.83
4,5,280.39
1552,1,59.93
876,1,73.63
84,1,82.45
74,1,58.22
43,1,26.27
1273,2,115.8
726,2,71.28
1484,1,37.39
1127,1,38.73
189,1,53.57
102,1,79.12
1275,1,12.42
275,1,54.44
289,1,50.02
487,2,62.230003
255,1,79.66
844,1,86.0
679,2,138.39
265,1,68.59
1092,1,64.77
1545,1,78.15
698,1,19.01
465,5,197.35
1215,1,98.76
1416,1,14.33
1484,1,99.66
497,1,23.74
230,1,68.05
551,4,254.58
504,2,97.28
381,5,362.79
869,2,93.61
441,1,37.18
1561,1,22.37
1427,1,46.36
1584,1,26.01
122,1,64.02
260,1,43.49
128,1,35.71
1443,1,39.98
762,1,63.03
730,1,94.9
127,1,17.67
474,2,114.28
1457,1,21.35
371,1,77.87
29,1,9.27
221,1,31.98
1022,1,77.91
1023,1,99.62
903,1,52.46
1254,1,50.54
1472,1,33.54
985,1,81.92
934,1,26.85
1199,1,25.6
578,1,77.23
359,1,90.11
423,1,76.33
200,1,91.87
1345,1,94.22
555,1,65.5
560,1,42.49
1252,1,59.31
325,1,43.13
467,1,90.44
1256,1,87.56
1438,1,63.83
1052,1,90.15
765,1,99.07
1383,1,63.88
321,1,82.69
937,1,48.94
424,1,39.74
1055,1,62.35
1472,1,51.82
49,1,93.61
195,2,186.34
996,1,46.96
1387,1,52.53
117,1,23.77
315,1,74.52
375,2,60.41
563,1,85.32
1442,1,74.52
414,1,95.05
297,1,12.68
1598,1,8.04
1344,1,30.6
1013,1,82.81
586,5,311.22998
477,1,61.48
181,1,71.1
513,1,98.82
145,1,23.68
179,1,55.49
1168,1,35.46
1116,1,43.33
674,1,88.6
389,1,74.22
683,1,77.89
1075,1,24.45
259,1,31.79
522,1,22.56
744,1,99.68
139,1,15.66
7,1,29.85
1412,1,34.13
871,1,85.26
53,2,79.58
49,1,9.82
1301,1,5.3
655,1,72.43
513,1,49.39
455,2,139.13
1519,1,30.58
544,1,14.19
1136,1,45.94
470,2,143.93
1081,1,63.45
151,1,86.39
654,1,54.5
550,1,80.62
145,1,74.57
894,1,15.04
114,1,70.36
4,1,54.27
1475,1,15.08
891,1,94.58
712,2,89.83
738,1,41.72
705,1,91.95
456,1,33.52
568,1,11.97
273,1,13.96
765,1,80.29
384,1,94.57
283,1,92.38
938,1,35.48
831,2,98.09
112,1,73.38
618,1,58.23
1093,1,18.78
216,1,55.63
1092,1,36.12
1582,1,40.6
1004,1,27.58
94,1,71.78
1069,1,35.47
1006,1,98.86
1048,1,77.92
7,1,23.13
920,1,54.92
1411,1,17.56
378,1,17.57
9,1,57.58
1040,1,7.61
1353,1,42.55
860,1,80.36
860,1,27.36
1402,1,46.22
1187,1,69.7
1459,1,37.59
1180,1,83.89
951,1,56.23
1368,1,83.57
1012,1,62.79
20,1,84.44
780,1,88.58
106,1,29.65
1270,1,68.76
1198,1,61.81
1057,1,20.92
1532,1,87.94
1072,1,21.29
169,1,7.29
83,1,87.46
1500,1,48.66
1105,1,52.47
1518,1,60.73
967,1,89.64
984,1,39.86
153,1,19.74
866,1,19.35
1029,1,71.65
794,1,77.11
44,1,16.77
731,1,55.29
599,1,94.28
427,1,33.06
994,1,16.86
169,1,83.66
689,1,54.21
1358,1,64.92
1157,1,30.0
540,1,39.0
851,1,23.85
1158,1,55.15
348,1,69.98
140,1,15.21
426,1,21.84
886,1,51.21
522,1,17.23
461,1,29.06
